Rank,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
123,Jarrett Allen,23,CLE,C,56,56,1809,23.0,.698,.018,.428,12.0,24.5,18.4,8.2,1.2,3.7,12.7,18.1,5.4,3.0,8.5,.225,2.7,1.2,3.9,2.7,AS,allenja01
124,Grayson Allen,26,MIL,SG,66,61,1805,12.7,.609,.684,.130,1.9,10.9,6.5,7.6,1.2,1.0,6.7,15.2,2.8,1.4,4.2,.110,0.6,-0.2,0.4,1.1,,allengr01
125,Robert Williams,24,BOS,C,61,61,1804,22.1,.745,.003,.245,14.6,20.5,17.6,9.7,1.5,6.8,13.4,11.5,6.0,3.9,9.9,.262,2.4,3.1,5.5,3.4,DPOY-7DEF2,williro04
126,Jaden McDaniels,21,MIN,PF,70,31,1803,10.3,.553,.455,.128,4.4,13.2,8.7,6.1,1.4,2.9,11.4,15.3,0.7,1.7,2.4,.065,-2.9,-0.1,-2.9,-0.4,,mcdanja02
127,Immanuel Quickley,22,NYK,PG,78,3,1802,14.6,.543,.547,.278,1.8,13.1,7.4,24.5,1.5,0.2,10.9,22.2,2.5,1.8,4.2,.113,0.2,0.0,0.2,1.0,6MOY-10,quickim01
128,Corey Kispert,22,WAS,SF,77,36,1801,10.9,.586,.623,.121,3.3,9.4,6.4,6.7,1.0,1.0,8.5,14.6,1.6,0.7,2.3,.061,-0.8,-1.5,-2.3,-0.1,,kispeco01
129,Dwight Powell,30,DAL,C,82,71,1798,18.1,.725,.092,.529,10.7,14.3,12.5,8.1,1.0,2.0,11.5,14.0,6.0,2.2,8.2,.219,0.4,0.5,0.9,1.3,,poweldw01
130,Mason Plumlee,31,CHO,C,73,73,1793,14.7,.603,.006,.534,10.2,23.3,16.7,16.4,1.6,2.7,20.2,11.7,2.7,2.0,4.7,.127,-1.5,1.5,0.0,0.9,,plumlma01
131,Carmelo Anthony,37,LAL,PF,69,3,1793,14.8,.579,.549,.220,3.7,13.5,8.6,5.6,1.3,2.6,6.9,20.4,2.2,1.4,3.6,.097,0.4,-0.8,-0.5,0.7,,anthoca01
132,Josh Hart,26,2TM,SG,54,53,1791,16.1,.610,.374,.371,3.7,20.7,12.0,18.9,1.7,0.7,14.7,18.6,2.8,1.5,4.4,.117,0.5,0.5,0.9,1.3,,hartjo01
133,Caris LeVert,27,2TM,SG,58,49,1781,15.1,.525,.300,.226,2.7,10.7,6.7,22.0,1.4,1.1,10.3,25.4,1.2,1.0,2.2,.059,0.0,-1.2,-1.2,0.4,,leverca01
134,Bruce Brown,25,BRK,SF,72,45,1774,15.0,.575,.186,.253,6.3,14.7,10.6,11.5,2.1,2.6,9.1,15.0,2.8,2.0,4.8,.130,-0.4,1.1,0.7,1.2,,brownbr01
135,P.J. Washington,23,CHO,C,65,28,1768,13.6,.588,.566,.152,4.8,15.5,10.1,11.2,1.5,3.3,12.6,15.6,1.8,1.6,3.4,.091,-0.2,0.2,-0.1,0.9,,washipj01
136,Chuma Okeke,23,ORL,PF,70,20,1749,12.0,.501,.645,.113,2.8,18.2,10.5,10.1,2.7,2.2,8.6,16.4,-0.3,2.5,2.2,.060,-1.6,1.5,-0.1,0.8,,okekech01
137,Georges Niang,28,PHI,PF,76,7,1736,10.7,.594,.687,.105,1.6,11.3,6.5,8.7,0.9,0.7,9.1,16.8,1.5,1.3,2.8,.077,-0.8,-1.1,-1.9,0.0,,niangge01
138,Kevon Looney,25,GSW,C,82,80,1732,15.7,.586,.003,.343,13.5,23.8,18.8,13.2,1.4,2.9,13.8,12.2,3.5,3.2,6.8,.187,-0.9,1.7,0.9,1.3,,looneke01
139,Cameron Johnson,25,PHO,PF,66,16,1730,15.2,.625,.644,.188,2.7,14.0,8.5,7.7,1.6,0.8,6.7,17.5,3.2,2.4,5.6,.156,2.0,0.7,2.7,2.1,6MOY-3,johnsca02
140,Gary Harris,27,ORL,SG,61,30,1730,10.9,.571,.546,.172,2.2,5.3,3.7,9.5,1.6,0.5,9.3,16.4,1.1,1.0,2.2,.060,-2.0,-0.4,-2.4,-0.2,,harriga01
141,OG Anunoby,24,TOR,SF,48,48,1728,14.8,.549,.455,.169,4.4,12.6,8.3,11.0,2.1,1.4,9.7,20.5,1.8,1.9,3.7,.104,0.4,0.1,0.5,1.1,,anunoog01
142,Precious Achiuwa,22,TOR,C,73,28,1725,12.7,.503,.259,.217,8.7,21.7,14.9,6.9,1.1,2.3,11.3,18.5,0.4,2.1,2.5,.070,-2.0,-0.6,-2.6,-0.2,,achiupr01
143,Deandre Ayton,23,PHO,C,58,58,1713,21.9,.656,.027,.204,9.6,27.1,18.6,7.6,1.1,2.1,10.7,21.4,4.1,3.1,7.3,.203,2.2,0.6,2.8,2.1,,aytonde01
144,Garrison Mathews,25,HOU,SG,65,33,1712,11.0,.602,.837,.390,2.0,10.2,6.1,5.3,1.6,1.3,7.1,14.4,2.2,0.5,2.8,.077,-1.3,-1.0,-2.3,-0.1,,mathega01
145,Josh Giddey,19,OKC,SF,54,54,1700,13.3,.478,.318,.118,5.8,19.8,12.7,32.3,1.5,1.1,19.5,22.2,-1.3,1.7,0.4,.010,-1.2,0.3,-0.9,0.5,,giddejo01
146,Pat Connaughton,29,MIL,SF,65,19,1691,13.4,.620,.746,.109,2.9,14.0,8.6,6.6,1.7,0.9,6.3,14.0,2.8,1.6,4.4,.125,0.8,0.3,1.2,1.4,,connapa01
147,Chris Boucher,29,TOR,SF,80,9,1690,17.9,.570,.397,.334,10.9,21.3,15.8,2.2,1.4,4.3,6.0,17.8,3.5,2.4,6.0,.169,0.5,-0.4,0.1,0.9,,bouchch01
148,Matisse Thybulle,24,PHI,SG,66,50,1685,11.2,.594,.480,.143,2.8,7.1,5.0,6.1,3.4,3.8,10.9,9.5,1.2,2.5,3.7,.107,-2.2,3.3,1.1,1.3,DPOY-11DEF2,thybuma01
149,Anfernee Simons,22,POR,SG,57,30,1681,15.3,.583,.555,.146,1.6,8.5,4.9,22.2,0.9,0.4,11.9,24.8,2.0,-0.1,1.9,.055,1.9,-2.7,-0.7,0.5,,simonan01
150,Coby White,21,CHI,PG,61,17,1675,12.6,.564,.548,.141,1.1,11.0,6.1,15.0,0.8,0.6,9.3,19.8,1.6,0.8,2.4,.067,-0.4,-1.7,-2.1,0.0,,whiteco01
151,Danilo Gallinari,33,ATL,PF,66,18,1672,14.3,.579,.492,.261,2.3,17.8,10.1,8.5,0.8,0.6,5.4,18.4,2.8,0.8,3.6,.105,1.0,-1.2,-0.2,0.8,,gallida01
152,Eric Gordon,33,HOU,SG,57,46,1669,12.1,.614,.534,.239,1.0,6.5,3.7,14.1,0.8,1.0,14.6,18.6,1.5,-0.1,1.4,.040,-0.1,-2.2,-2.3,-0.1,,gordoer01
153,Kevin Love,33,CLE,C,74,4,1665,19.6,.594,.627,.260,5.9,29.2,17.8,15.3,0.8,1.0,10.4,25.1,3.2,2.5,5.7,.164,4.4,0.1,4.5,2.7,6MOY-2,loveke01
154,Luguentz Dort,22,OKC,SG,51,51,1665,12.3,.541,.539,.263,2.3,10.9,6.5,8.6,1.3,1.0,9.8,23.3,0.2,1.1,1.4,.040,-1.5,-0.7,-2.3,-0.1,,dortlu01
155,John Collins,24,ATL,PF,54,53,1663,18.7,.610,.273,.262,6.2,21.5,13.9,8.9,1.0,3.0,7.7,20.5,3.6,1.4,5.1,.146,1.5,0.0,1.5,1.5,,collijo01
156,De'Anthony Melton,23,MEM,SG,73,15,1657,15.2,.529,.535,.173,4.0,17.1,10.4,16.0,3.0,2.1,13.0,21.3,0.9,2.8,3.7,.107,0.3,1.6,1.9,1.6,6MOY-8,meltode01
157,KJ Martin,21,HOU,SF,79,2,1656,14.3,.603,.321,.235,5.3,14.5,9.9,9.4,1.0,2.2,9.4,16.3,2.3,0.6,2.9,.084,0.0,-1.2,-1.2,0.4,,martike04
158,Killian Hayes,20,DET,PG,66,40,1647,9.3,.461,.364,.161,2.2,12.0,6.9,24.6,2.3,1.9,18.4,15.7,-1.0,1.5,0.5,.014,-4.3,0.8,-3.5,-0.6,,hayeski01
159,Montrezl Harrell,28,2TM,C,71,3,1641,23.2,.680,.031,.533,10.0,18.7,14.4,13.9,0.9,2.3,9.5,20.2,6.1,1.2,7.3,.213,3.7,0.1,3.9,2.4,6MOY-9,harremo01
160,Lonnie Walker IV,23,SAS,SG,70,6,1612,12.3,.512,.462,.194,1.2,10.7,5.9,13.4,1.3,1.0,7.9,23.6,0.1,1.1,1.2,.037,-1.2,-1.3,-2.5,-0.2,,walkelo01
161,Cory Joseph,30,DET,PG,65,39,1600,11.4,.579,.393,.283,1.9,10.3,5.9,21.8,1.3,1.0,15.9,14.3,1.7,0.8,2.5,.075,-2.0,-0.1,-2.1,0.0,,josepco01
162,Josh Richardson,28,2TM,SG,65,7,1600,12.8,.573,.461,.202,2.8,9.4,6.2,10.1,1.7,1.6,10.2,17.6,1.6,2.0,3.5,.106,-0.6,0.7,0.1,0.9,,richajo01
163,Torrey Craig,31,2TM,SF,78,16,1596,11.0,.556,.531,.118,5.9,15.4,10.7,7.6,1.4,2.0,12.6,14.3,0.9,1.4,2.3,.070,-1.7,-0.1,-1.8,0.1,,craigto01
164,Gabe Vincent,25,MIA,PG,68,27,1589,10.6,.551,.630,.105,1.6,7.3,4.5,19.4,2.0,0.8,15.4,17.8,0.7,1.9,2.5,.076,-1.9,0.5,-1.4,0.2,,vincega01
165,Max Strus,25,MIA,SF,68,16,1587,12.7,.614,.784,.094,1.7,12.5,7.2,8.8,0.9,1.1,8.8,18.1,2.0,1.7,3.6,.110,1.4,-0.4,0.9,1.2,,strusma01
166,Jusuf Nurkić,27,POR,C,56,56,1579,20.0,.586,.093,.447,11.2,32.6,21.5,16.6,1.9,2.1,16.6,23.6,2.0,1.7,3.6,.110,0.1,0.2,0.3,0.9,,nurkiju01
167,De'Andre Hunter,24,ATL,SF,53,52,1577,10.6,.547,.339,.289,1.8,10.4,6.1,6.1,1.1,1.2,9.6,19.9,0.4,0.7,1.1,.034,-2.4,-1.5,-3.9,-0.8,,huntede01
168,Amir Coffey,24,LAC,SG,69,30,1567,13.0,.598,.545,.251,1.8,11.2,6.7,11.4,1.2,0.8,8.0,15.8,2.3,1.5,3.8,.116,-0.3,0.0,-0.3,0.7,,coffeam01
169,Oshae Brissett,23,IND,SF,67,25,1564,12.9,.530,.468,.324,7.6,18.1,12.8,6.4,1.4,1.6,8.5,17.3,1.4,0.9,2.2,.069,-0.5,-1.7,-2.2,-0.1,,brissos01
170,Marcus Morris,32,LAC,PF,54,54,1564,13.7,.549,.398,.214,1.8,14.0,8.1,11.3,0.9,1.0,8.4,23.2,0.9,1.5,2.4,.074,-0.3,-1.0,-1.4,0.3,,morrima03
171,Gordon Hayward,31,CHO,SF,49,48,1564,15.1,.570,.357,.241,2.5,12.8,7.6,16.1,1.4,1.3,10.6,20.7,1.9,1.0,2.8,.087,0.1,-0.8,-0.7,0.5,,haywago01
172,Tyus Jones,25,MEM,PG,73,23,1549,16.5,.544,.371,.120,1.1,11.0,5.9,28.2,2.0,0.1,7.3,16.6,3.4,1.6,5.1,.158,1.2,0.5,1.7,1.4,6MOY-11,jonesty01
173,Chris Duarte,24,IND,SG,55,39,1541,12.3,.537,.411,.180,2.9,13.6,8.2,10.9,1.8,0.6,11.8,21.1,0.2,0.7,0.9,.029,-1.2,-1.1,-2.3,-0.1,,duartch01
174,Trey Lyles,26,2TM,PF,75,23,1537,16.4,.588,.372,.432,6.0,21.2,13.4,9.0,0.9,1.9,9.8,20.7,2.4,1.2,3.5,.111,0.5,-0.8,-0.3,0.7,,lylestr01
175,Javonte Green,28,CHI,SF,65,45,1519,14.0,.637,.311,.295,6.8,13.6,10.2,5.3,2.2,1.8,7.6,11.5,2.9,1.5,4.4,.139,-0.6,0.7,0.1,0.8,,greenja02
176,Talen Horton-Tucker,21,LAL,SG,60,19,1511,11.0,.503,.338,.232,2.6,11.1,6.9,14.9,1.9,1.7,12.1,19.2,-0.2,1.2,1.1,.033,-3.2,-0.2,-3.3,-0.5,,hortota01
177,Jerami Grant,27,DET,PF,47,47,1500,16.1,.556,.363,.371,1.9,12.4,6.9,12.5,1.4,2.9,9.5,25.7,1.2,1.1,2.3,.075,1.4,-0.2,1.2,1.2,,grantje01
178,Alperen Şengün,19,HOU,C,72,13,1489,16.0,.552,.223,.442,10.1,18.9,14.5,19.1,1.9,4.1,18.8,22.0,0.8,1.3,2.1,.068,-1.6,0.6,-1.0,0.4,,sengual01
179,Kyle Anderson,28,MEM,PF,69,11,1484,14.4,.506,.232,.224,4.8,21.6,13.0,16.2,2.5,2.7,12.1,16.2,1.0,2.5,3.5,.113,-0.9,2.1,1.2,1.2,,anderky01
180,Kristaps Porziņģis,26,2TM,PF,51,51,1481,23.7,.577,.329,.373,7.7,23.1,15.4,13.7,1.3,5.0,8.3,29.5,3.2,2.4,5.6,.180,3.3,0.6,3.9,2.2,,porzikr01
181,Austin Rivers,29,DEN,SG,67,18,1480,7.2,.546,.660,.126,1.5,6.9,4.3,8.0,1.7,0.4,12.8,12.6,0.1,1.1,1.2,.037,-3.5,-0.3,-3.8,-0.7,,riverau01
182,Patrick Beverley,33,MIN,PG,58,54,1476,14.8,.539,.555,.305,4.4,13.2,8.7,24.5,2.2,3.4,12.9,16.1,2.3,1.7,4.1,.132,0.6,2.1,2.7,1.7,,beverpa01
183,Nickeil Alexander-Walker,23,2TM,SG,65,21,1466,10.5,.475,.497,.160,2.7,11.5,7.1,16.1,1.5,1.5,11.3,24.1,-1.1,1.1,0.1,.003,-1.8,-1.1,-2.9,-0.3,,alexani01
184,Cedi Osman,26,CLE,SF,66,3,1462,13.3,.563,.628,.229,1.9,9.0,5.5,14.1,1.8,0.6,9.6,21.1,1.3,1.6,2.9,.094,-0.3,0.5,0.2,0.8,,osmande01
185,Nicolas Batum,33,LAC,PF,59,54,1462,13.5,.608,.698,.098,2.2,15.8,9.2,9.7,1.9,2.4,9.0,13.3,1.6,2.1,3.7,.123,0.5,1.9,2.3,1.6,,batumni01
186,Norman Powell,28,2TM,SF,45,41,1458,16.3,.603,.418,.385,1.5,9.7,5.4,10.8,1.4,1.4,8.9,23.1,2.4,0.4,2.8,.093,1.2,-1.5,-0.3,0.6,,powelno01
187,Delon Wright,29,ATL,SG,77,8,1452,13.8,.576,.431,.234,3.8,12.7,8.3,16.6,3.1,1.2,13.2,10.3,2.2,1.5,3.6,.121,-0.2,2.4,2.2,1.6,,wrighde01
188,Maxi Kleber,30,DAL,PF,59,21,1450,11.0,.537,.720,.184,5.4,21.5,13.4,6.5,1.0,3.6,10.9,13.3,0.7,2.3,3.0,.098,-1.6,1.2,-0.4,0.6,6MOY-11,klebima01
189,Terrence Ross,30,ORL,SG,63,0,1448,10.0,.515,.477,.235,1.5,10.3,5.9,12.5,0.9,0.8,10.9,20.5,-0.5,0.9,0.3,.011,-2.5,-1.1,-3.7,-0.6,,rosste01
190,Daniel Gafford,23,WAS,C,72,53,1444,21.8,.708,.002,.372,12.1,19.0,15.6,7.3,1.0,5.8,12.0,16.7,4.4,1.6,6.0,.198,1.1,0.5,1.6,1.3,,gaffoda01
191,Bradley Beal,28,WAS,SG,40,40,1439,17.5,.539,.272,.263,3.0,11.4,7.3,30.8,1.2,0.9,13.6,30.8,0.6,0.7,1.4,.046,2.0,-1.2,0.8,1.0,,bealbr01
192,Landry Shamet,24,PHO,SG,69,14,1437,10.2,.550,.689,.167,1.2,8.0,4.7,9.7,0.9,0.6,7.3,16.8,1.1,1.5,2.6,.085,-0.9,-0.4,-1.2,0.3,,shamela01
193,Andre Drummond,28,2TM,C,73,36,1437,21.0,.574,.007,.379,18.0,34.1,26.2,13.7,2.7,4.2,18.5,19.0,2.0,3.1,5.1,.170,-0.1,1.4,1.3,1.2,,drumman01
194,Austin Reaves,23,LAL,SG,61,19,1418,11.5,.600,.525,.371,3.4,11.2,7.3,10.3,1.0,1.3,9.8,12.4,2.1,0.8,2.9,.097,-1.3,-0.6,-1.9,0.0,,reaveau01
195,Furkan Korkmaz,24,PHI,SG,67,19,1414,10.2,.502,.566,.179,1.8,11.9,6.9,13.1,1.2,0.6,8.6,17.6,0.1,1.1,1.2,.041,-2.0,-1.1,-3.1,-0.4,,korkmfu01
196,Avery Bradley,31,LAL,SG,62,45,1406,7.8,.550,.600,.051,2.4,8.0,5.2,4.5,1.8,0.6,9.6,12.1,0.3,0.9,1.2,.040,-3.5,-0.1,-3.6,-0.6,,bradlav01
197,Anthony Davis,28,LAL,C,40,40,1404,23.9,.578,.101,.351,8.1,22.0,15.1,14.7,1.7,5.7,9.3,27.1,2.6,2.0,4.5,.155,2.6,1.2,3.8,2.0,,davisan02
198,R.J. Hampton,20,ORL,SG,64,14,1402,8.5,.481,.400,.256,1.7,12.9,7.3,16.9,1.4,0.8,14.6,18.4,-1.3,1.1,-0.2,-0.005,-4.0,-0.1,-4.1,-0.7,,hamptrj01
199,Jaxson Hayes,21,NOP,C,70,28,1398,18.5,.680,.143,.472,8.9,16.2,12.5,4.7,1.2,3.8,10.1,16.4,3.7,1.3,5.1,.174,0.6,-0.3,0.2,0.8,,hayesja02
200,Otto Porter Jr.,28,GSW,PF,63,15,1396,15.9,.581,.519,.147,6.9,21.0,14.2,9.6,2.4,2.0,7.7,15.0,2.2,2.7,4.9,.168,1.0,2.1,3.1,1.8,,porteot01
201,Raul Neto,29,WAS,PG,70,19,1372,12.4,.538,.272,.245,1.1,9.6,5.4,22.9,2.0,0.2,13.9,18.4,0.7,0.8,1.5,.053,-2.5,-0.5,-2.9,-0.4,,netora01
202,Caleb Martin,26,MIA,SF,60,12,1372,14.8,.611,.378,.227,5.9,13.0,9.5,7.0,2.1,2.3,10.3,16.3,1.9,2.1,4.0,.139,0.1,0.9,1.1,1.1,,martica02
203,Tre Mann,20,OKC,PG,60,26,1367,10.2,.501,.463,.139,1.9,11.2,6.4,10.7,1.7,0.8,10.2,22.0,-1.0,1.0,0.1,.002,-3.3,-1.1,-4.4,-0.8,,manntr01
204,Eric Bledsoe,32,LAC,PG,54,29,1361,12.5,.514,.348,.250,2.2,11.6,7.1,24.1,2.5,1.2,18.3,20.5,-0.5,1.8,1.3,.047,-2.1,1.3,-0.8,0.4,,bledser01
205,Danny Green,34,PHI,SF,62,28,1353,9.5,.561,.847,.044,2.7,10.1,6.5,6.5,2.2,2.5,12.1,12.3,0.3,1.6,1.9,.067,-1.4,0.8,-0.5,0.5,,greenda02
206,Ziaire Williams,20,MEM,SF,62,31,1346,9.7,.559,.571,.130,2.0,8.2,5.0,6.3,1.2,0.8,8.4,14.9,1.1,1.1,2.2,.080,-2.4,-0.6,-3.0,-0.3,,willizi02
207,Josh Christopher,20,HOU,SG,74,2,1334,12.2,.534,.378,.226,4.3,11.1,7.7,17.3,2.3,0.9,17.2,21.1,-0.4,0.7,0.3,.010,-2.2,-1.3,-3.5,-0.5,,chrisjo01
208,Draymond Green,31,GSW,PF,46,44,1329,14.3,.582,.210,.354,3.8,23.2,13.8,32.5,2.2,3.6,31.9,14.3,0.8,2.8,3.6,.131,-1.4,4.6,3.2,1.8,DPOY-10ASDEF2,greendr01
209,Bones Hyland,21,DEN,SG,69,4,1310,14.4,.558,.627,.219,1.2,14.4,8.0,21.2,1.5,1.4,12.1,23.8,1.1,1.3,2.4,.088,0.3,-0.7,-0.4,0.5,,hylanbo01
210,Jalen Suggs,20,ORL,PG,48,45,1307,8.6,.455,.358,.297,2.1,11.7,6.9,24.9,2.2,1.3,18.7,25.3,-3.0,1.3,-1.6,-0.060,-5.3,-0.2,-5.6,-1.2,,suggsja01
211,John Konchar,25,MEM,SG,72,7,1292,14.0,.615,.481,.187,6.9,20.1,13.3,10.6,1.7,1.5,9.3,9.9,2.4,1.8,4.2,.155,0.2,1.3,1.5,1.2,,konchjo01
212,Bryn Forbes,28,2TM,SG,75,2,1286,11.5,.574,.547,.161,0.9,6.9,3.9,8.3,0.9,0.3,8.8,21.2,0.8,0.6,1.4,.054,-0.7,-2.2,-2.9,-0.3,,forbebr01
213,Ben McLemore,28,POR,SG,64,6,1285,11.7,.567,.774,.163,1.0,8.1,4.4,7.3,1.4,0.8,8.7,21.3,0.7,0.2,0.8,.031,-0.7,-2.5,-3.2,-0.4,,mclembe01
214,Chimezie Metu,24,SAC,C,60,20,1279,13.4,.546,.414,.203,2.9,25.9,14.3,6.9,1.9,2.2,11.1,18.5,0.1,1.4,1.5,.056,-1.6,0.1,-1.5,0.2,,metuch01
215,Cameron Payne,27,PHO,PG,58,12,1278,13.8,.500,.359,.152,2.1,12.3,7.3,30.7,1.5,1.2,14.1,24.6,0.2,1.8,1.9,.073,-0.4,0.4,0.0,0.7,,payneca01
216,Hamidou Diallo,23,DET,SG,58,29,1269,15.7,.541,.177,.266,5.6,18.7,11.8,9.8,2.7,1.2,9.0,21.8,0.6,1.5,2.1,.079,-1.2,0.7,-0.5,0.5,,diallha01
217,Damion Lee,29,GSW,SG,63,5,1256,10.9,.561,.488,.196,2.4,14.9,8.8,7.1,1.5,0.5,8.4,15.8,0.9,1.8,2.7,.102,-2.4,0.4,-2.0,0.0,,leeda03
218,George Hill,35,MIL,PG,54,17,1253,10.2,.552,.487,.225,3.3,9.7,6.6,12.4,1.6,0.5,11.9,11.7,1.3,1.0,2.3,.087,-2.2,0.6,-1.6,0.1,,hillge01
219,Gary Payton II,29,GSW,SG,71,16,1247,17.8,.679,.349,.169,6.5,14.9,10.8,7.6,3.8,1.7,9.8,14.3,2.5,2.6,5.2,.199,0.3,3.4,3.7,1.8,,paytoga02
220,Brandon Clarke,25,MEM,PF,64,1,1246,23.7,.660,.049,.291,11.1,17.8,14.4,10.3,1.5,4.9,6.3,17.7,4.4,1.9,6.3,.241,3.1,1.1,4.2,2.0,6MOY-11,clarkbr01
221,Tim Hardaway Jr.,29,DAL,SG,42,20,1245,12.7,.520,.574,.194,1.2,12.8,7.0,11.4,1.5,0.4,5.6,22.0,0.5,1.5,2.0,.077,-0.4,0.2,-0.2,0.6,,hardati02
222,Drew Eubanks,24,2TM,C,71,31,1245,18.0,.638,.062,.350,11.0,22.2,16.5,10.1,1.2,2.8,15.9,17.5,2.2,1.1,3.4,.130,-0.5,-0.9,-1.4,0.2,,eubandr01
223,Myles Turner,25,IND,C,42,42,1235,17.4,.615,.466,.267,5.8,21.3,13.4,5.1,1.1,8.3,10.9,17.1,1.7,1.4,3.1,.120,0.1,1.4,1.4,1.1,,turnemy01
224,Aleksej Pokusevski,20,OKC,PF,61,12,1233,12.0,.485,.432,.110,6.0,20.8,13.3,16.5,1.5,2.9,16.4,20.0,-1.1,1.5,0.4,.014,-2.7,0.1,-2.6,-0.2,,pokusal01
225,Obi Toppin,23,NYK,PF,72,10,1230,18.3,.614,.357,.262,5.9,17.7,11.7,10.9,1.0,2.6,9.6,20.8,2.5,1.5,3.9,.153,1.7,0.3,2.0,1.2,,toppiob01
226,Doug McDermott,30,SAS,PF,51,51,1223,11.4,.593,.551,.110,1.5,8.4,4.9,7.3,0.5,0.4,8.1,18.3,1.1,0.5,1.6,.062,-0.4,-2.1,-2.5,-0.1,,mcderdo01
227,Isaiah Hartenstein,23,LAC,C,68,0,1216,22.0,.664,.082,.361,10.5,18.2,14.5,20.5,2.0,5.4,16.5,18.4,3.3,2.2,5.5,.215,1.4,3.1,4.5,2.0,,harteis01
228,Naz Reid,22,MIN,C,77,6,1215,17.2,.588,.349,.313,8.8,18.0,13.3,8.7,1.6,5.6,13.2,21.4,1.5,1.6,3.2,.125,-0.5,0.5,0.0,0.6,,reidna01
229,Lonzo Ball,24,CHI,PG,35,35,1212,14.5,.575,.679,.073,3.3,14.3,8.8,20.0,2.6,2.2,17.2,17.4,0.8,1.4,2.2,.088,0.9,1.6,2.5,1.4,,balllo01
230,Aaron Wiggins,23,OKC,SG,50,35,1209,10.3,.556,.409,.252,4.3,11.0,7.6,8.5,1.2,0.8,12.6,15.3,0.5,0.8,1.2,.048,-3.4,-0.9,-4.3,-0.7,,wiggiaa01
231,Malcolm Brogdon,29,IND,PG,36,36,1206,18.0,.557,.343,.308,3.0,14.3,8.6,26.9,1.2,1.0,11.1,24.6,2.2,0.4,2.7,.106,2.8,-0.5,2.3,1.3,,brogdma01
232,James Johnson,34,BRK,PF,62,10,1191,10.3,.513,.277,.179,4.8,14.6,9.8,14.5,1.2,2.6,12.7,13.7,0.6,1.1,1.7,.068,-2.7,0.6,-2.2,-0.1,,johnsja01
233,Jonathan Kuminga,19,GSW,SF,70,12,1185,15.2,.600,.324,.413,5.1,16.1,10.8,8.4,1.3,1.8,12.0,22.7,1.3,1.8,3.0,.123,-1.3,-0.2,-1.5,0.1,,kuminjo01
234,Jordan Nwora,23,MIL,SF,62,13,1185,9.9,.506,.491,.093,3.4,16.1,9.9,7.0,1.0,1.4,10.6,19.4,-0.4,1.1,0.6,.025,-2.7,-1.5,-4.1,-0.6,,nworajo01
235,Facundo Campazzo,30,DEN,PG,65,4,1184,11.1,.503,.652,.264,2.2,8.6,5.5,24.1,2.6,1.8,16.9,14.7,0.6,1.3,2.0,.081,-2.1,1.3,-0.8,0.4,,campafa01
236,Shake Milton,25,PHI,SG,55,6,1179,11.9,.517,.330,.181,2.9,10.4,6.7,17.6,1.2,1.3,9.2,18.3,0.7,1.0,1.7,.069,-1.6,-0.6,-2.2,-0.1,,miltosh01
237,Taurean Prince,27,MIN,PF,69,8,1177,12.4,.589,.587,.210,2.3,13.8,7.9,8.1,1.9,1.9,11.1,17.0,1.0,1.2,2.2,.090,-1.0,0.0,-0.9,0.3,,princta02
238,Cam Thomas,20,BRK,SG,67,2,1176,11.7,.519,.346,.209,1.5,13.1,7.5,9.7,1.4,0.6,9.1,22.1,0.0,0.8,0.8,.033,-2.0,-1.4,-3.4,-0.4,,thomaca02
239,CJ Elleby,21,POR,SF,58,28,1174,9.2,.491,.409,.273,6.0,15.6,10.6,10.6,1.5,1.6,14.0,14.8,-0.1,0.5,0.4,.016,-3.8,-1.5,-5.3,-1.0,,ellebcj01
240,JaVale McGee,34,PHO,C,74,17,1172,22.6,.651,.020,.319,15.3,29.7,22.7,5.4,0.9,6.1,15.8,22.8,2.4,2.6,4.9,.201,-0.1,0.9,0.8,0.8,,mcgeeja01
241,Frank Jackson,23,DET,PG,53,7,1164,10.6,.530,.578,.215,1.7,6.7,4.0,7.6,1.1,0.7,6.7,20.9,0.3,0.4,0.7,.031,-1.8,-1.7,-3.5,-0.4,,jacksfr01
242,Hassan Whiteside,32,UTA,C,65,8,1162,22.9,.662,.000,.506,16.2,29.9,23.3,3.4,0.9,7.8,11.6,17.1,3.4,2.3,5.8,.238,0.6,1.4,2.1,1.2,,whiteha01
243,Tre Jones,22,SAS,PG,69,11,1148,15.0,.545,.150,.268,2.6,11.6,7.1,27.0,1.8,0.5,10.8,15.6,1.9,0.9,2.9,.121,-0.9,0.4,-0.5,0.4,,jonestr01
244,Alex Caruso,27,CHI,SG,41,18,1147,11.7,.528,.492,.285,3.3,11.2,7.3,18.5,3.0,1.1,16.5,13.3,0.7,1.2,2.0,.082,-2.2,2.3,0.2,0.6,,carusal01
245,Marvin Bagley III,22,2TM,PF,48,25,1146,15.7,.551,.217,.226,9.7,22.6,16.0,5.2,0.9,1.4,7.4,19.8,1.2,0.9,2.0,.085,-0.5,-1.8,-2.3,-0.1,,baglema01
246,Nemanja Bjelica,33,GSW,C,71,0,1142,14.2,.573,.436,.237,6.1,21.5,14.1,19.8,1.8,2.2,18.7,17.8,1.0,2.1,3.0,.128,-0.9,2.3,1.4,1.0,,bjeline01
