Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
112,Derrick Jones Jr.,27,LAC,SF,77,55,1873,8.1,15.5,.526,2.1,5.8,.356,6.1,9.7,.627,.593,2.2,3.1,.703,2.4,4.5,6.9,1.6,2.1,0.9,1.7,4.0,20.5,118,112,,jonesde02
113,Rui Hachimura,26,LAL,PF,59,57,1869,7.7,15.2,.509,2.7,6.5,.413,5.0,8.7,.581,.597,2.3,3.0,.770,2.1,5.7,7.8,2.2,1.2,0.7,1.3,2.8,20.4,123,117,,hachiru01
114,RJ Barrett,24,TOR,SF,58,58,1869,11.8,25.3,.468,2.8,7.9,.350,9.1,17.4,.522,.523,5.0,8.0,.630,1.6,7.9,9.4,8.1,1.2,0.4,4.2,3.5,31.5,108,116,,barrerj01
115,Buddy Hield,32,GSW,SG,82,22,1863,8.6,20.5,.417,5.3,14.3,.370,3.3,6.2,.527,.546,1.4,1.7,.828,1.3,5.6,6.9,3.5,1.8,0.6,2.4,3.4,23.8,108,113,,hieldbu01
116,Trey Murphy III,24,NOP,SF,53,51,1854,10.0,21.9,.454,4.1,11.4,.361,5.8,10.5,.556,.548,5.3,6.0,.887,1.2,5.8,7.0,4.9,1.5,1.0,2.7,2.9,29.4,118,121,,murphtr02
117,Zaccharie Risacher,19,ATL,SF,75,73,1843,9.1,19.8,.458,3.1,8.7,.355,6.0,11.0,.540,.537,2.7,3.8,.711,2.2,4.6,6.8,2.3,1.3,0.9,2.3,3.8,23.9,108,118,ROY-2,risacza01
118,Andrew Wiggins,29,2TM,SF,60,60,1842,10.0,22.3,.448,3.5,9.3,.374,6.5,13.1,.501,.526,5.2,6.8,.763,2.4,4.8,7.2,4.2,1.6,1.3,2.6,2.7,28.7,113,113,,wiggian01
119,Isaiah Collier,20,UTA,PG,71,46,1839,6.1,14.5,.422,1.1,4.4,.249,5.0,10.1,.497,.459,2.7,4.0,.682,0.8,5.3,6.1,11.6,1.7,0.4,5.4,3.9,16.0,99,121,,colliis01
120,Keldon Johnson,25,SAS,SF,77,0,1838,9.8,20.2,.482,2.3,7.2,.318,7.5,13.0,.573,.538,3.9,5.1,.773,2.9,6.8,9.8,3.3,1.3,0.6,2.0,3.0,25.7,115,119,,johnske04
121,Royce O'Neale,31,PHO,SF,75,22,1837,6.5,15.3,.423,4.8,11.9,.406,1.7,3.5,.481,.580,0.5,0.7,.731,1.4,8.0,9.4,4.4,1.8,0.9,1.8,4.1,18.3,115,118,,onealro01
122,P.J. Washington,26,DAL,PF,57,56,1835,7.9,17.5,.453,2.4,6.3,.381,5.5,11.2,.493,.521,3.8,5.2,.722,2.2,9.5,11.7,3.5,1.7,1.6,3.1,3.5,22.0,107,114,,washipj01
123,CJ McCollum,33,NOP,PG,56,56,1832,11.7,26.4,.444,4.5,12.1,.373,7.2,14.3,.505,.530,3.3,4.6,.717,1.1,4.5,5.6,6.0,1.2,0.6,2.8,3.3,31.3,110,123,,mccolcj01
124,Haywood Highsmith,28,MIA,SF,74,42,1818,4.9,10.7,.458,2.4,6.4,.382,2.5,4.3,.570,.572,0.9,1.2,.721,2.0,4.9,6.9,3.1,1.9,1.0,1.5,4.5,13.1,116,114,,highsha01
125,Dorian Finney-Smith,31,2TM,PF,63,40,1818,5.3,11.8,.448,3.5,8.5,.411,1.8,3.3,.545,.597,0.8,1.2,.667,2.2,4.5,6.7,2.4,1.6,0.6,1.5,3.7,14.9,118,117,,finnedo01
126,Alex Sarr,19,WAS,C,67,67,1814,8.5,21.7,.394,2.8,8.9,.308,5.8,12.8,.454,.457,2.9,4.3,.679,3.3,8.2,11.4,4.2,1.2,2.6,3.0,3.8,22.8,99,117,ROY-4,sarral01
127,Kyrie Irving,32,DAL,SG,50,50,1804,12.0,25.3,.473,3.9,9.6,.401,8.1,15.7,.517,.549,5.3,5.7,.916,1.6,4.8,6.4,6.2,1.8,0.6,3.0,2.7,33.1,118,118,CPOY-10AS,irvinky01
128,Kyshawn George,21,WAS,SG,68,38,1802,5.4,14.4,.372,3.0,9.3,.322,2.3,5.1,.464,.476,1.8,2.5,.753,1.3,6.2,7.5,4.5,1.8,1.3,2.6,5.3,15.6,100,118,,georgky01
129,Cameron Johnson,28,BRK,PF,57,57,1800,9.8,20.7,.475,4.4,11.3,.390,5.4,9.4,.578,.582,5.6,6.2,.893,1.5,5.3,6.8,5.4,1.5,0.7,2.7,2.9,29.6,122,117,,johnsca02
130,Duncan Robinson,30,MIA,SF,74,37,1785,8.1,18.5,.437,5.3,13.5,.393,2.8,5.0,.556,.581,1.3,1.5,.887,0.5,4.2,4.7,4.9,1.1,0.2,2.4,3.8,22.8,112,117,,robindu01
131,Kris Dunn,30,LAC,PG,74,58,1783,5.3,12.1,.439,2.1,6.2,.335,3.2,5.9,.549,.525,0.4,0.6,.682,1.5,5.5,6.9,5.8,3.5,0.7,2.0,5.4,13.1,111,108,,dunnkr01
132,Luka Dončić,25,2TM,PG,50,50,1769,12.7,28.3,.450,4.9,13.3,.368,7.8,15.0,.522,.536,8.5,10.9,.782,1.1,10.2,11.3,10.6,2.5,0.6,4.9,3.5,38.9,116,112,,doncilu01
133,Scoot Henderson,20,POR,PG,66,10,1759,7.9,18.9,.419,2.9,8.2,.354,5.0,10.7,.469,.496,4.4,5.7,.767,1.4,4.0,5.5,9.3,1.9,0.4,4.9,5.0,23.1,107,117,,hendesc01
134,Wendell Carter Jr.,25,ORL,C,68,51,1758,6.4,13.9,.460,1.1,4.5,.234,5.4,9.5,.568,.498,3.7,5.0,.737,4.3,9.7,14.0,3.8,1.5,1.2,2.2,5.7,17.6,115,109,,cartewe01
135,Collin Sexton,26,UTA,SG,63,61,1758,11.4,23.7,.480,3.0,7.4,.406,8.4,16.3,.513,.543,5.9,6.9,.865,1.6,3.0,4.7,7.2,1.3,0.2,4.4,3.9,31.6,115,124,,sextoco01
136,Mike Conley,37,MIN,PG,71,64,1756,5.3,13.1,.400,3.6,8.7,.410,1.7,4.4,.380,.535,2.3,2.5,.900,0.9,4.2,5.1,9.0,2.2,0.4,2.1,3.1,16.4,125,113,,conlemi01
137,Amir Coffey,27,LAC,SG,72,13,1748,6.8,14.4,.471,2.8,7.0,.409,3.9,7.4,.529,.570,3.2,3.6,.891,0.9,3.6,4.5,2.2,1.1,0.2,1.3,3.4,19.6,122,115,,coffeam01
138,Jimmy Butler,35,2TM,SF,55,55,1746,8.5,16.8,.504,0.9,2.9,.308,7.6,13.9,.546,.531,9.3,11.0,.842,3.5,4.8,8.3,8.4,2.2,0.5,2.1,1.5,27.2,136,113,,butleji01
139,Aaron Wiggins,26,OKC,SG,76,26,1744,9.8,20.0,.488,3.6,9.3,.383,6.2,10.7,.578,.577,2.0,2.4,.831,2.2,5.9,8.1,3.7,1.7,0.5,1.9,2.8,25.2,119,110,,wiggiaa01
140,Walker Kessler,23,UTA,C,58,58,1740,7.7,11.6,.663,0.2,0.9,.176,7.5,10.6,.706,.671,2.2,4.2,.520,7.3,12.2,19.5,2.7,1.0,3.8,2.4,3.6,17.7,130,115,,kesslwa01
141,De'Andre Hunter,27,2TM,SF,64,9,1740,9.7,20.7,.470,4.3,10.5,.405,5.5,10.2,.537,.573,5.8,6.9,.846,1.2,5.8,7.0,2.5,1.4,0.4,2.2,4.2,29.6,120,117,6MOY-4,huntede01
142,Ochai Agbaji,24,TOR,SG,64,45,1739,7.4,14.8,.498,2.8,7.0,.399,4.6,7.8,.587,.593,0.9,1.3,.708,1.7,5.0,6.7,2.7,1.6,0.8,1.5,3.5,18.5,117,116,,agbajoc01
143,Brandin Podziemski,21,GSW,SG,64,33,1716,7.9,17.8,.445,3.3,8.8,.372,4.7,9.1,.516,.537,2.0,2.7,.758,1.8,7.4,9.2,6.2,2.0,0.4,2.1,2.7,21.2,116,112,,podzibr01
144,Jabari Smith Jr.,21,HOU,PF,57,39,1716,7.0,16.1,.438,2.8,7.9,.354,4.3,8.2,.519,.525,3.0,3.6,.825,3.0,8.3,11.3,1.7,0.7,1.2,1.7,3.5,19.8,118,112,,smithja05
145,Anthony Davis,31,2TM,C,51,51,1706,13.5,26.2,.516,1.0,3.6,.282,12.5,22.6,.553,.536,8.2,10.6,.775,3.9,13.1,17.0,5.2,1.7,3.2,3.2,2.8,36.3,118,108,AS,davisan02
146,Bradley Beal,31,PHO,SG,53,38,1702,10.0,20.2,.497,3.0,7.7,.386,7.1,12.5,.565,.571,3.2,4.0,.803,1.0,4.2,5.1,5.7,1.7,0.8,2.9,4.0,26.2,114,121,,bealbr01
147,Georges Niang,31,2TM,PF,79,3,1697,8.0,17.4,.461,4.7,11.5,.406,3.4,5.9,.569,.595,1.3,1.6,.793,1.3,6.3,7.6,3.1,0.8,0.4,2.3,5.6,22.0,115,117,,niangge01
148,Jakob Poeltl,29,TOR,C,57,56,1686,10.4,16.5,.627,0.0,0.1,.333,10.3,16.4,.628,.628,2.8,4.1,.674,5.4,10.2,15.6,4.5,1.9,2.0,3.2,5.0,23.5,122,110,,poeltja01
149,Scotty Pippen Jr.,24,MEM,PG,79,21,1683,7.9,16.4,.480,2.4,6.0,.397,5.5,10.4,.528,.553,3.4,4.7,.713,1.8,5.4,7.2,9.6,2.8,0.8,3.8,5.6,21.5,118,112,,pippesc02
150,Kevin Huerter,26,2TM,SG,69,31,1679,7.3,17.2,.425,3.8,11.1,.338,3.6,6.1,.587,.535,1.0,1.4,.714,0.9,5.0,5.8,4.4,1.9,0.7,1.9,3.4,19.4,109,117,,huertke01
151,Santi Aldama,24,MEM,PF,65,16,1660,8.8,18.1,.483,3.4,9.1,.368,5.4,9.0,.599,.576,1.8,2.6,.691,2.6,9.0,11.6,5.3,1.5,0.8,2.0,2.1,22.7,123,113,,aldamsa01
152,A.J. Green,25,MIL,SG,73,7,1659,5.3,12.4,.429,4.5,10.6,.427,0.8,1.8,.443,.612,0.6,0.8,.815,0.5,4.5,5.1,3.1,1.1,0.2,1.2,4.6,15.8,119,117,,greenaj01
153,Al Horford,38,BOS,C,60,42,1659,5.9,13.9,.423,3.4,9.5,.363,2.4,4.4,.551,.547,1.0,1.1,.895,2.4,8.8,11.2,3.9,1.1,1.5,1.4,2.4,16.3,121,111,,horfoal01
154,Terry Rozier,30,MIA,PG,64,23,1658,7.5,19.1,.391,2.7,9.3,.295,4.7,9.8,.480,.462,2.8,3.2,.852,1.3,5.8,7.2,5.0,1.1,0.4,2.3,2.2,20.4,103,116,,roziete01
155,Peyton Watson,22,DEN,SF,68,18,1656,5.9,12.4,.477,1.4,3.9,.353,4.5,8.5,.534,.533,2.8,4.0,.693,1.4,5.4,6.8,2.7,1.4,2.7,1.6,3.6,16.0,113,116,,watsope01
156,Moses Moody,22,GSW,SG,74,34,1649,7.3,16.8,.433,3.7,9.9,.374,3.5,6.8,.519,.544,3.1,3.9,.797,1.5,4.0,5.6,2.8,1.7,0.9,1.6,3.4,21.4,116,114,,moodymo01
157,Tristan Da Silva,23,ORL,SF,74,38,1629,6.1,14.8,.412,2.5,7.3,.335,3.6,7.5,.488,.495,1.7,1.9,.873,2.2,5.3,7.5,3.5,1.0,0.6,1.7,2.9,16.3,109,113,,dasiltr01
158,Donte DiVincenzo,28,MIN,SG,62,10,1606,7.7,18.2,.422,5.3,13.5,.397,2.3,4.8,.490,.568,1.5,1.9,.778,1.0,6.0,7.0,6.9,2.2,0.5,3.0,3.5,22.2,115,111,,divindo01
159,Isaiah Joe,25,OKC,SG,74,16,1604,7.8,17.6,.440,5.7,13.9,.412,2.0,3.7,.549,.604,1.4,1.7,.821,1.2,4.6,5.9,3.6,1.4,0.3,1.1,3.4,22.6,125,112,,joeis01
160,Corey Kispert,25,WAS,SF,61,0,1602,7.6,16.8,.451,3.6,9.8,.364,4.0,7.0,.574,.558,2.2,2.6,.852,1.1,4.3,5.4,3.1,0.8,0.4,1.9,2.9,20.9,112,123,,kispeco01
161,Caris LeVert,30,2TM,SG,64,3,1596,8.3,17.8,.467,3.2,8.5,.373,5.2,9.4,.552,.556,3.3,4.6,.710,1.2,4.8,6.0,6.4,1.7,1.0,2.3,2.9,23.1,119,115,,leverca01
162,Miles McBride,24,NYK,SG,64,10,1593,6.9,17.0,.406,3.6,9.7,.369,3.3,7.3,.455,.511,1.6,2.0,.813,1.5,3.6,5.0,5.8,2.1,0.5,1.3,3.4,19.0,117,116,,mcbrimi01
163,Isaiah Hartenstein,26,OKC,C,57,53,1590,8.4,14.5,.581,0.0,0.6,.000,8.4,13.9,.605,.581,2.4,3.5,.675,4.9,13.5,18.4,6.6,1.4,1.9,2.9,5.2,19.2,124,104,,harteis01
164,Gradey Dick,21,TOR,SG,54,54,1587,8.0,19.6,.410,3.5,9.9,.350,4.6,9.7,.470,.498,4.0,4.7,.858,1.3,4.5,5.9,3.0,1.5,0.3,2.5,3.6,23.6,107,117,,dickgr01
165,Paolo Banchero,22,ORL,PF,46,46,1582,13.0,28.8,.452,2.7,8.6,.320,10.3,20.2,.509,.500,8.8,12.2,.727,1.6,9.3,10.9,6.9,1.1,0.9,4.3,3.1,37.6,109,110,,banchpa01
166,Patrick Williams,23,CHI,PF,63,36,1576,6.1,15.3,.397,2.8,8.1,.353,3.2,7.2,.447,.490,1.8,2.5,.723,1.3,5.7,7.0,3.7,1.4,0.9,2.5,2.6,16.8,100,117,,willipa01
167,Obi Toppin,26,IND,PF,79,4,1545,9.9,18.6,.529,3.4,9.4,.365,6.4,9.3,.695,.621,2.8,3.5,.781,1.7,8.2,9.9,4.0,1.4,0.9,2.1,3.4,25.9,122,114,,toppiob01
168,Grayson Allen,29,PHO,SG,64,7,1544,7.0,15.7,.448,4.8,11.2,.426,2.2,4.5,.504,.600,3.0,3.7,.816,1.1,5.1,6.2,4.4,1.7,0.6,2.4,3.0,21.8,119,120,,allengr01
169,Sam Hauser,27,BOS,PF,71,19,1541,7.0,15.4,.451,5.4,13.0,.416,1.6,2.4,.640,.627,0.4,0.4,1.000,1.4,5.9,7.3,2.1,1.3,0.4,0.7,2.8,19.7,128,113,,hausesa01
170,Ziaire Williams,23,BRK,SF,63,45,1541,6.9,16.8,.412,3.3,9.8,.341,3.6,7.0,.509,.511,3.3,4.0,.821,2.0,7.3,9.3,2.7,2.0,0.9,2.2,4.8,20.4,109,114,,willizi02
171,Gabe Vincent,28,LAL,PG,72,11,1527,5.4,13.5,.400,3.5,10.0,.353,1.9,3.6,.532,.530,0.5,0.7,.714,0.6,2.3,3.0,3.2,1.6,0.4,1.3,4.9,14.8,108,118,,vincega01
172,Victor Wembanyama,21,SAS,C,46,46,1527,12.9,27.1,.476,4.5,12.8,.352,8.4,14.4,.586,.559,5.0,6.0,.836,2.6,13.4,16.0,5.3,1.6,5.6,4.7,3.3,35.3,109,108,AS,wembavi01
173,Jerami Grant,30,POR,PF,47,47,1524,6.8,18.3,.373,3.4,9.4,.365,3.4,8.9,.381,.467,4.5,5.3,.849,0.8,4.4,5.2,3.2,1.3,1.5,2.1,3.5,21.6,109,117,,grantje01
174,Jonas Valančiūnas,32,2TM,C,81,21,1524,10.9,19.8,.550,0.3,1.2,.216,10.6,18.6,.571,.557,4.6,5.2,.879,6.0,13.8,19.8,5.2,1.2,1.4,3.8,5.7,26.6,118,114,,valanjo01
175,Kyle Filipowski,21,UTA,C,72,27,1522,8.2,16.3,.502,2.4,6.9,.350,5.8,9.4,.614,.576,2.9,4.5,.650,3.5,10.3,13.9,4.4,1.5,0.7,3.2,5.4,21.8,115,118,,filipky01
176,Ja Morant,25,MEM,PG,50,50,1519,12.4,27.2,.454,2.7,8.7,.309,9.7,18.5,.523,.504,8.0,9.8,.824,1.0,5.2,6.3,11.1,1.9,0.4,5.7,3.5,35.5,113,115,,moranja01
177,Matas Buzelis,20,CHI,SF,80,31,1511,7.8,17.1,.454,3.0,8.2,.361,4.8,8.9,.540,.541,2.7,3.3,.815,1.7,6.9,8.6,2.4,0.9,2.3,2.3,4.0,21.3,108,115,ROY-7,buzelma01
178,LaMelo Ball,23,CHO,PG,47,47,1505,13.3,32.8,.405,5.8,17.3,.339,7.4,15.5,.478,.494,6.3,7.5,.843,1.5,6.0,7.6,11.3,1.8,0.4,5.5,5.1,38.7,108,117,,ballla01
179,Dalton Knecht,23,LAL,SF,78,16,1494,8.5,18.3,.461,4.2,11.2,.376,4.2,7.1,.594,.576,2.1,2.8,.762,1.2,5.9,7.1,2.2,0.8,0.3,1.2,3.1,23.2,117,118,,knechda01
180,Kevin Porter Jr.,24,2TM,SG,75,4,1482,9.7,21.5,.449,1.8,5.8,.311,7.8,15.7,.501,.492,4.3,5.6,.769,1.4,7.8,9.2,8.4,2.7,0.4,4.5,3.9,25.4,105,110,,porteke02
181,D'Angelo Russell,28,2TM,PG,58,36,1480,8.3,21.3,.390,3.8,12.0,.314,4.5,9.3,.489,.479,4.0,4.8,.834,0.7,4.7,5.4,9.9,1.9,0.8,3.6,3.8,24.5,109,116,,russeda01
182,Lauri Markkanen,27,UTA,PF,47,47,1476,9.6,22.8,.423,4.5,13.0,.346,5.1,9.8,.525,.521,5.3,6.0,.876,2.3,6.7,9.0,2.3,1.1,0.6,2.1,2.6,29.0,115,122,,markkla01
183,Luke Kennard,28,MEM,SG,65,11,1472,6.5,13.6,.478,3.6,8.2,.433,2.9,5.4,.547,.609,1.6,1.8,.895,1.2,4.6,5.8,6.8,1.6,0.2,2.3,1.9,18.2,127,116,,kennalu01
184,Jamal Shead,22,TOR,PG,75,11,1467,6.7,16.5,.405,2.4,7.3,.323,4.3,9.2,.470,.476,1.7,2.3,.768,1.0,2.8,3.8,10.4,1.9,0.3,3.8,5.2,17.5,104,117,,sheadja01
185,Aaron Gordon,29,DEN,PF,51,42,1447,8.8,16.5,.531,2.5,5.7,.436,6.3,10.8,.582,.607,4.8,5.9,.810,2.7,5.5,8.2,5.5,0.8,0.5,2.4,2.7,24.9,129,120,,gordoaa01
186,Isaiah Stewart,23,DET,C,72,4,1434,5.9,10.6,.559,0.6,1.8,.321,5.3,8.8,.607,.586,2.2,2.9,.759,4.4,9.0,13.4,4.1,0.9,3.4,2.3,6.1,14.6,125,110,,stewais01
187,Brice Sensabaugh,21,UTA,SF,71,15,1432,9.2,20.1,.459,5.3,12.5,.422,4.0,7.6,.520,.590,2.2,2.4,.890,1.4,5.6,7.0,3.7,1.5,0.3,3.6,3.7,25.9,111,122,,sensabr01
188,Goga Bitadze,25,ORL,C,70,42,1430,7.2,11.8,.611,0.1,1.0,.107,7.1,10.9,.656,.615,3.0,4.6,.639,5.8,10.3,16.2,4.8,1.7,3.4,2.5,5.2,17.5,127,105,,bitadgo01
189,Kel'el Ware,20,MIA,C,64,36,1422,9.0,16.3,.554,1.2,3.9,.315,7.8,12.4,.629,.592,1.6,2.4,.687,4.1,12.5,16.6,2.1,1.4,2.5,2.0,3.9,20.9,118,108,ROY-6,wareke01
190,Tari Eason,23,HOU,PF,57,16,1420,9.3,19.2,.487,2.2,6.3,.342,7.2,12.9,.557,.543,2.7,3.6,.760,4.4,8.0,12.4,2.8,3.3,1.7,2.2,4.7,23.5,119,106,,easonta01
191,Zach Edey,22,MEM,C,66,55,1416,8.2,14.2,.580,0.6,1.7,.346,7.6,12.5,.612,.600,3.0,4.2,.709,7.6,10.4,18.0,2.1,1.2,2.8,2.9,6.0,20.0,124,110,ROY-5,edeyza01
192,T.J. McConnell,32,IND,PG,79,1,1415,11.0,21.2,.519,0.5,1.7,.306,10.5,19.5,.537,.531,1.9,2.6,.740,1.5,5.1,6.6,11.9,2.8,0.7,3.7,2.7,24.5,113,113,,mccontj01
193,Terance Mann,28,2TM,SG,67,13,1414,7.0,14.0,.496,2.0,5.5,.368,4.9,8.5,.580,.569,1.6,2.3,.691,2.3,4.4,6.8,4.1,1.6,0.5,1.6,4.3,17.6,120,116,,mannte01
194,Ryan Dunn,22,PHO,SF,74,44,1410,7.2,16.7,.430,2.9,9.3,.311,4.3,7.5,.577,.516,0.7,1.4,.487,3.2,6.1,9.4,2.0,1.5,1.4,1.4,5.7,17.9,107,119,,dunnry01
195,Sam Merrill,28,CLE,SG,71,4,1401,5.9,14.6,.406,4.7,12.6,.372,1.2,1.9,.625,.567,1.0,1.0,.966,1.3,4.1,5.4,3.7,1.8,0.5,1.2,4.3,17.5,122,114,,merrisa01
196,Ayo Dosunmu,25,CHI,SG,46,26,1394,7.4,15.0,.492,2.1,6.3,.328,5.3,8.7,.612,.561,2.1,2.6,.785,0.9,4.5,5.4,7.0,1.4,0.6,2.3,3.5,19.0,117,118,,dosunay01
197,Ty Jerome,27,CLE,SG,70,3,1392,11.0,21.4,.516,3.8,8.7,.439,7.2,12.6,.570,.606,4.5,5.1,.872,1.7,4.3,6.0,8.2,2.7,0.1,3.2,3.5,30.3,128,113,6MOY-3,jeromty01
198,Julian Strawther,22,DEN,SG,65,4,1384,7.3,16.9,.432,3.3,9.3,.349,4.0,7.5,.535,.529,2.6,3.1,.822,0.6,4.3,4.9,2.9,1.4,0.6,2.0,5.2,20.4,109,119,,strawju01
199,Nick Smith Jr.,20,CHO,SG,60,27,1369,8.0,20.4,.391,3.7,11.0,.340,4.2,9.4,.450,.482,1.5,1.7,.935,0.5,4.1,4.6,5.2,0.6,0.2,2.9,2.8,21.2,100,121,,smithni01
200,Jaime Jaquez Jr.,23,MIA,SF,66,17,1368,7.8,16.8,.461,1.3,4.3,.311,6.4,12.5,.513,.501,3.9,5.2,.754,3.1,7.5,10.6,6.1,2.2,0.5,3.6,3.0,20.8,108,112,,jaqueja01
201,Nicolas Batum,36,LAC,PF,78,8,1367,3.7,8.6,.437,3.2,7.3,.433,0.6,1.3,.457,.622,0.6,0.8,.810,1.7,6.2,7.9,3.0,1.9,1.3,1.2,4.0,11.3,126,111,,batumni01
202,Jose Alvarado,26,NOP,PG,56,23,1366,7.2,18.5,.392,3.9,11.0,.359,3.3,7.5,.439,.498,2.1,2.6,.811,1.0,3.9,4.8,9.2,2.6,0.5,3.0,3.2,20.5,110,120,,alvarjo01
203,Jeremy Sochan,21,SAS,PF,54,23,1364,8.9,16.6,.535,1.0,3.2,.308,7.9,13.4,.590,.565,3.1,4.4,.696,4.5,8.0,12.5,4.5,1.6,1.0,3.0,4.6,21.9,116,117,,sochaje01
204,Luke Kornet,29,BOS,C,73,16,1361,6.9,10.3,.668,0.0,0.1,.000,6.9,10.2,.675,.668,2.5,3.6,.691,7.0,7.3,14.3,4.3,1.3,2.6,1.1,4.4,16.2,152,110,,kornelu01
205,Trey Lyles,29,SAC,PF,69,5,1349,5.7,13.6,.420,2.9,8.6,.340,2.8,4.9,.559,.528,2.0,2.9,.700,2.9,8.6,11.5,3.0,1.5,0.8,1.4,3.1,16.3,117,116,,lylestr01
206,Jake LaRavia,23,2TM,PF,66,0,1349,5.6,11.8,.475,2.1,5.0,.423,3.5,6.8,.513,.564,2.7,4.0,.678,3.1,5.9,9.0,5.5,2.2,0.8,3.0,4.6,16.0,117,114,,laravja01
207,Bogdan Bogdanović,32,2TM,SG,54,4,1348,7.5,17.6,.427,3.7,10.3,.363,3.7,7.2,.517,.534,2.1,2.4,.879,0.9,4.8,5.7,5.2,1.5,0.4,2.6,4.5,20.8,110,116,,bogdabo01
208,Justin Champagnie,23,WAS,SF,62,31,1340,7.5,14.6,.511,2.6,6.9,.383,4.8,7.7,.624,.601,1.8,2.6,.685,4.0,8.5,12.5,2.1,2.3,1.4,1.9,3.9,19.3,119,116,,champju01
209,Paul George,34,PHI,PF,41,41,1334,9.1,21.1,.430,3.5,9.9,.358,5.5,11.2,.493,.514,2.9,3.6,.814,0.9,7.2,8.1,6.6,2.8,0.7,3.9,3.7,24.6,104,116,,georgpa01
210,Ausar Thompson,22,DET,SF,59,48,1328,8.9,16.7,.535,0.4,1.8,.224,8.5,14.9,.572,.547,3.3,5.1,.641,4.0,7.0,11.0,4.9,3.5,1.4,2.9,5.9,21.5,115,108,,thompau01
211,Donovan Clingan,20,POR,C,67,37,1324,6.6,12.3,.539,0.5,1.8,.286,6.1,10.5,.582,.560,2.3,3.8,.596,8.0,11.4,19.3,2.8,1.2,4.0,2.6,6.9,16.0,120,109,,clingdo01
212,Jordan Hawkins,22,NOP,SG,56,9,1321,7.6,20.4,.372,4.0,12.2,.331,3.6,8.2,.433,.471,2.9,3.6,.816,0.9,4.9,5.8,2.4,1.1,0.8,2.1,1.9,22.1,101,123,,hawkijo01
213,Tyrese Martin,25,BRK,SG,60,11,1315,7.2,17.6,.406,3.7,10.7,.351,3.4,6.9,.492,.513,1.7,2.2,.793,2.2,6.1,8.3,4.6,1.3,0.3,2.8,2.9,19.8,105,118,,martity01
214,Mason Plumlee,34,PHO,C,74,21,1300,4.8,7.7,.619,0.0,0.2,.000,4.8,7.5,.631,.619,3.2,4.9,.648,4.4,12.9,17.3,5.1,1.3,1.8,2.2,5.9,12.7,131,115,,plumlma01
215,Jonathan Mogbo,23,TOR,PF,63,18,1286,5.8,13.3,.438,0.6,2.6,.243,5.2,10.7,.486,.462,2.2,3.1,.732,4.1,7.6,11.6,5.5,2.1,1.3,2.6,5.1,14.6,108,113,,mogbojo01
216,Jalen Johnson,23,ATL,SF,36,36,1284,9.9,19.7,.500,1.6,5.1,.312,8.3,14.6,.566,.541,3.4,4.6,.746,2.3,10.8,13.1,6.6,2.0,1.3,3.9,2.4,24.8,110,113,,johnsja05
217,Max Strus,28,CLE,SF,50,37,1273,6.2,14.1,.442,4.3,11.1,.386,2.0,3.0,.650,.594,1.1,1.3,.824,2.0,6.2,8.2,6.0,1.0,0.5,2.0,3.9,17.8,125,115,,strusma01
218,Johnny Juzang,23,UTA,SG,64,18,1270,7.7,17.9,.429,4.5,11.9,.376,3.2,6.1,.534,.554,1.7,2.0,.849,1.6,5.4,7.0,2.6,1.5,0.3,1.4,4.8,21.6,117,122,,juzanjo01
219,Ron Holland,19,DET,SF,81,2,1266,7.5,15.8,.474,1.4,5.7,.238,6.1,10.1,.608,.517,3.5,4.6,.754,1.5,6.8,8.3,3.1,1.9,0.6,2.7,5.4,19.8,107,113,,hollaro01
220,Javonte Green,31,2TM,SG,68,19,1258,4.7,11.0,.429,1.8,5.4,.326,3.0,5.6,.527,.509,2.1,2.9,.724,2.3,6.1,8.4,2.2,2.5,1.2,1.2,3.8,13.3,114,117,,greenja02
221,Nick Richards,27,2TM,C,57,43,1256,8.1,13.6,.591,0.0,0.1,.000,8.1,13.6,.594,.591,4.7,6.3,.744,5.8,12.5,18.3,1.9,0.6,2.2,3.2,5.5,20.8,120,115,,richani01
222,Dean Wade,28,CLE,PF,59,30,1252,4.3,10.4,.413,3.1,8.5,.360,1.2,1.9,.653,.561,0.6,1.2,.533,2.0,7.6,9.6,2.9,1.6,0.8,0.8,3.9,12.3,123,112,,wadede01
223,Ricky Council IV,23,PHI,SF,73,12,1250,7.0,18.3,.382,2.2,8.4,.258,4.8,9.9,.488,.442,4.9,6.0,.804,2.0,6.4,8.4,3.8,1.3,0.5,2.1,2.6,21.0,106,120,,councri01
224,Tidjane Salaün,19,CHO,PF,60,10,1244,4.5,13.6,.330,2.3,8.1,.283,2.2,5.5,.400,.414,2.6,3.7,.713,2.8,8.3,11.1,2.9,1.1,0.6,2.3,3.3,14.0,97,117,,salauti01
225,Bobby Portis,29,MIL,PF,49,7,1244,10.8,23.1,.466,2.5,6.9,.365,8.2,16.2,.508,.520,2.4,2.8,.836,3.5,12.5,16.0,4.0,1.4,1.0,2.2,3.7,26.4,111,110,,portibo01
